code,name
156100,엘앤케이바이오
029480,광무
950220,네오이뮨텍
330730,스톤브릿지벤처스
172670,에이엘티
139990,아주스틸
048530,인트론바이오
001020,페이퍼코리아
322180,LS티라유텍
023000,삼원강재
289930,웨이비스
004140,동방
006090,사조오양
025950,동신건설
032300,한국파마
004650,창해에탄올
102370,케이옥션
478560,블랙야크아이앤씨
130580,나이스디앤비
072020,중앙백신
149980,하이로닉
023800,인지컨트롤스
044990,에이치엔에스하이텍
033290,로젠
089230,THE E&M
079810,APS이노베이션
054540,삼영엠텍
045970,코아시아
066980,한성크린텍
282620,기도산업
096775,SK이노베이션우
005740,크라운해태홀딩스
004770,써니전자
086960,MDS테크
091120,이엠텍
418470,KT밀리의서재
302550,리메드
049180,셀루메드
223250,드림씨아이에스
900300,오가닉티코스메틱
183490,엔지켐생명과학
950250,테라뷰
067000,조이시티
066430,아이로보틱스
111380,동인기연
215100,로보로보
019550,SBI인베스트먼트
038110,에코플라스틱
217190,제너셈
104460,디와이피엔에프
137950,제이씨케미칼
002600,조흥
040910,아이씨디
037030,파워넷
131370,알서포트
487400,케이앤에스아이앤씨
004840,DRB동일
185490,아이진
054670,대한뉴팜
101330,모베이스
201490,미투온
109070,주성코퍼레이션
234300,에스트래픽
007980,TP
175250,아이큐어
487580,폴레드
0017J0,세미티에스
000105,유한양행우
105740,디케이락
412540,제일엠앤에스
069730,DSR제강
337930,젝시믹스
037760,쎄니트
036640,HRS
040160,누리플렉스
013360,일성건설
065450,빅텍
055490,테이팩스
002220,한일철강
090470,제이스로보틱스
019680,대교
451250,삐아
246960,SCL사이언스
214680,디알텍
003580,HLB글로벌
033560,블루콤
100130,동국S&C
038680,에스넷
009180,한솔로지스틱스
299660,셀리드
320000,한울반도체
163560,동일고무벨트
381620,제닉스로보틱스
066700,테라젠이텍스
053280,예스24
33626K,두산퓨얼셀1우
084680,이월드
058400,KNN
124560,태웅로직스
078890,가온그룹
012700,리드코프
005750,대림바스
382840,원준
115440,우리넷
048910,대원미디어
371950,풍원정밀
251120,바이오에프디엔씨
0011A0,액스비스
463020,뉴엔AI
302430,이노메트리
000850,화천기공
015590,DKME
007820,엠엑스로보틱스
065510,휴비츠
347890,엠엑스온
088390,이녹스
900260,로스웰
091590,남화토건
0117P0,피스피스스튜디오
338220,뷰노
011700,한신기계
011370,서한
0155E0,해치텍
063160,종근당바이오
058630,엠게임
263800,데이타솔루션
000590,CS홀딩스
045660,에이텍
205470,휴마시스
094860,네오리진
052460,아이크래프트
007590,동방아그로
228670,레이
073640,테라사이언스
013870,지엠비코리아
290660,다이나믹솔루션
475430,키스트론
039980,폴라리스AI
047820,초록뱀미디어
024880,케이피에프
365330,에스와이스틸텍
067370,선바이오
004590,한국가구
225530,HC보광산업
041930,SY동아
265560,영화테크
060590,씨티씨바이오
208140,정다운
140070,서플러스글로벌
001260,남광토건
000230,일동홀딩스
457600,벡트
277880,티에스아이
080010,이상네트웍스
010960,삼호개발
014160,대영포장
204840,지엘팜텍
128660,피제이메탈
170030,현대공업
417790,트루엔
173130,오파스넷
294630,서남
389030,지니너스
212710,아이에스티이
142280,녹십자엠에스
011320,유니크
084730,팅크웨어
085670,뉴프렉스
076610,해성옵틱스
011150,CJ씨푸드
389140,포바이포
004720,팜젠사이언스
214260,라파스
020710,시공테크
054040,한국컴퓨터
061250,화일약품
303810,동국생명과학
019540,일지테크
017480,삼현철강
0218L0,네오뷰
261780,아리바이오랩
012790,신일제약
253840,수젠텍
360070,탑머티리얼
000440,중앙에너비스
067170,오텍
217330,싸이토젠
002720,국제약품
095720,웅진씽크빅
052900,KX하이텍
000180,성창기업지주
064800,포니링크
007610,선도전기
041910,폴라리스AI파마
377480,마음AI
030960,양지사
033130,디지틀조선
0156T0,에이치엘지노믹스
058730,다스코
171120,라이온켐텍
338100,NH프라임리츠
0220WL,한화머시너리앤서비스홀딩스3우B
234920,자이글
084670,동양고속
234030,싸이닉솔루션
332370,아이디피
031820,아이티센씨티에스
002795,아모레퍼시픽홀딩스우
0015S0,페스카로
067570,엔브이에이치코리아
456570,아이엠지티
092040,아미코젠
002800,신신제약
331380,포커스에이아이
347000,센코
024830,세원물산
153710,옵티팜
155660,DSR
010280,아이티센엔텍
085310,엔케이
120115,코오롱인더우
457370,한켐
054620,APS
006140,피제이전자
096350,대창솔루션
388870,파로스아이바이오
365660,레몬헬스케어
096250,와이즈넛
001560,제일연마
451220,아이엠티
137080,나래나노텍
009770,삼정펄프
043610,KT지니뮤직
079980,휴비스
950200,소마젠
196490,디에이테크놀로지
221800,지구홀딩스
225190,LK삼양
036000,예림당
066310,큐에스아이
179530,애드바이오텍
331740,아우토크립트
048430,유라테크
014950,삼익제약
038460,바이오스마트
002700,신일전자
110790,크리스에프앤씨
460940,피앤에스로보틱스
049550,잉크테크
168330,내츄럴엔도텍
024740,한일단조
004440,삼일씨엔에스
104040,디에스엠
072950,빛샘전자
018500,동원모빌리티
041460,한국전자인증
210980,SK디앤디
303360,프로티아
100030,인지소프트
162300,신스틸
007280,한국특강
026150,특수건설
222110,팬젠
417970,모델솔루션
270520,앱튼
017370,우신시스템
412350,레이저쎌
396270,넥스트칩
109860,동일금속
081150,티플랙스
123420,위메이드플레이
241690,유니테크노
049080,기가레인
004780,대륙제관
014970,삼륭물산
061040,알에프텍
483350,딜리셔스
175140,아고스
208370,셀바스헬스케어
064240,홈캐스트
010040,한국내화
032850,비트컴퓨터
111710,남화산업
411080,샌즈랩
039010,현대에이치티
214330,금호에이치티
083790,CG인바이츠
0007J0,인벤테라
439580,블루엠텍
424960,스마트레이더시스템
016090,대현
032540,TJ미디어
065170,비엘팜텍
382480,지아이텍
122350,삼기
068290,삼성출판사
100220,비상교육
005870,휴니드
216050,인크로스
009200,무림페이퍼
039420,케이엘넷
456070,이엔셀
136150,원일티엔아이
010240,흥국
005670,푸드웰
010660,화천기계
420570,제이투케이바이오
043650,국순당
147760,피엠티
448710,코츠테크놀로지
001840,이화공영
187420,HLB제넥스
059270,해성에어로보틱스
294090,이오플로우
000220,유유제약
071090,하이스틸
318160,셀바이오휴먼텍
082210,옵트론텍
443250,레뷰코퍼레이션
054300,팬스타엔터프라이즈
002760,보락
155650,와이엠씨
049470,비트플래닛
094850,참좋은여행
0004V0,엔비알모션
039020,이건홀딩스
203400,에이비온
060310,3S
006890,태경케미컬
044340,위닉스
072130,유엔젤
008370,원풍
016250,SGC E&C
323350,다원넥스뷰
291230,컴투스엔
396690,미래에셋글로벌리츠
009190,대양금속
357580,아모센스
014990,인디에프
214270,FSN
060570,드림어스컴퍼니
014470,부방
066670,디티씨
053620,태양
191420,테고사이언스
370090,퓨런티어
089850,유비벨록스
228340,동양파일
033320,제이씨현시스템
241790,티이엠씨씨엔에스
067920,이글루
100590,머큐리
215360,우리산업
003310,대주산업
419080,엔젯
039610,화성밸브
049480,오픈베이스
460870,에스엠씨지
053160,프리엠스
408470,한패스
352910,오비고
263600,덕우전자
095270,웨이브일렉트로
321370,센서뷰
001465,BYC우
111110,호전실업
045340,토탈소프트
092440,기신정기
250030,진코스텍
037440,희림
333620,엔시스
126880,제이엔케이글로벌
099520,DGI
464490,쿼드메디슨
229500,노브메타파마
273640,와이엠텍
263690,디알젬
348150,고바이오랩
024910,경창산업
033310,엠투엔
378850,화승알앤에이
024950,삼천리자전거
001550,조비
004450,삼화왕관
179900,유티아이
000950,전방
010470,오리콤
050960,수산아이앤티
033230,인성정보
129260,인터지스
007370,진양제약
065530,와이어블
459100,위츠
036120,서울평가정보
062970,한국첨단소재
251630,브이원텍
075180,새론오토모티브
007815,코리아써우
294140,레몬
003925,남양유업우
070300,퀀텀레일
043710,코스리거글로벌
053270,구영테크
027050,코리아나
036090,위지트
012690,모나리자
459550,알트
000725,현대건설우
347860,알체라
226340,본느
101140,인바이오젠
054930,유신
094940,푸른로보틱스
024900,디와이덕양
053050,지에스이
117670,알파칩스
003475,유안타증권우
340930,성원에너텍
020760,일진디스플
025550,한국선재
262260,에이프로
036670,삼양케이씨아이
435570,에르코스
452400,이닉스
347740,피엔케이피부임상연구센타
217480,에스디생명공학
291650,츌립앤사이언스
040610,SG&G
453860,에이에스텍
097800,윈팩
238090,앤디포스
105760,포스뱅크
288180,케이피항공산업
314140,알피바이오
025530,SJM홀딩스
090080,평화산업
046940,우원개발
021050,서원
104620,노랑풍선
170790,파이오링크
007460,에이프로젠
042110,에스씨디
104540,코렌텍
011390,부산산업
088910,동우팜투테이블
002140,고려산업
311690,CJ 바이오사이언스
192250,케이사인
004830,덕성
003465,유화증권우
002410,범양건영
340810,시선AI
010770,평화홀딩스
123700,SJM
246690,TS인베스트먼트
006880,신송홀딩스
260930,씨티케이
092300,현우산업
005305,롯데칠성우
039240,경남스틸
056360,코위버
37550K,DL이앤씨우
299170,더블유에스아이
015710,코콤
023810,인팩
046210,HLB파나진
372910,한컴라이프케어
003780,진양산업
256630,포인트엔지니어링
071670,에이테크솔루션
006125,SK디스커버리우
315640,딥노이드
376290,씨유테크
28513K,SK케미칼우
393970,대진첨단소재
391710,코닉오토메이션
217500,러셀
317690,퀀타매트릭스
089790,제이티
027830,대성창투
219550,디와이디
122310,제노레이
317530,에피소드컴퍼니
060560,HC홈센타
463480,모티브링크
002630,오리엔트바이오
038010,제일테크노스
027740,마니커
004410,서울식품
011230,삼화전자
340360,다보링크
382150,온코크로스
317830,에스피시스템스
0013V0,삼진식품
019990,에너토크
35320K,대덕전자1우
037950,엘컴텍
006980,우성
011000,진원생명과학
053980,오상자이엘
068330,일신바이오
041650,상신브레이크
004920,씨아이테크
163280,에어레인
440290,HB인베스트먼트
063440,SM Life Design
001620,케이비아이동국실업
199550,레이저옵텍
080720,한국유니온제약
082660,코스나인
009320,아진전자부품
059100,아이컴포넌트
418250,시큐레터
109080,옵티시스
357250,미래에셋맵스리츠
286750,나노실리칸첨단소재
094970,제이엠티
198080,캐프
145170,노브랜드
317850,대모
050120,ES큐브
189980,흥국에프엔비
023440,제이스코홀딩스
131400,이브이첨단소재
000910,유니온
317870,엔바이오니아
261520,이지스
053450,세코닉스
065130,탑엔지니어링
084870,TBH글로벌
033340,좋은사람들
007110,일신석재
480370,씨케이솔루션
002920,유성기업
143540,영우디에스피
321260,프로이천
162120,루켄테크놀러지스
361570,알비더블유
384470,코어라인소프트
069460,대호에이엘
099410,동방선기
022220,티케이지애강
004910,조광페인트
290670,대보마그네틱
004540,깨끗한나라
129890,앱코
072470,우리산업홀딩스
471820,셀로맥스사이언스
136410,아셈스
114450,그린생명과학
277070,린드먼아시아
476040,오가노이드사이언스
052790,액토즈소프트
014910,성문전자
004060,SG세계물산
007680,대원
122830,원포유
227950,엔투텍
